country,year,Population,Population_density,Net_migration,Migration_percentage,iso3c,iso2c,region,adminregion,incomeLevel,lendingType,capitalCity,longitude,latitude
Middle East & North Africa (excluding high income),2009,336675037.0,38.96120105,-124175.0,-0.000368827463736196,MNA,XQ,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (excluding high income),2008,330293304.0,38.21158565,-126142.0,-0.000381909044090097,MNA,XQ,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (excluding high income),2007,324080392.0,37.49281473,-91177.0,-0.000281340686603464,MNA,XQ,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (excluding high income),2006,317983066.0,36.78745851,54061.0,0.00017001219807095,MNA,XQ,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (excluding high income),2005,311948573.0,36.08957857,133256.0,0.000427172975078812,MNA,XQ,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (excluding high income),2004,305945780.0,35.39511068,266115.0,0.000869810984155427,MNA,XQ,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (excluding high income),2003,300102895.0,34.71906233,78193.0,0.00026055396766499,MNA,XQ,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (excluding high income),2002,294813993.0,34.10643676,-660896.0,-0.00224173891230461,MNA,XQ,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (excluding high income),2001,289544085.0,33.49677173,156747.0,0.000541357976627289,MNA,XQ,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2021,413124452.0,47.87726576,-128598.0,-0.000311281502165841,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2020,407006855.0,47.1682934,-55547.0,-0.000136476816833957,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2019,400574097.0,46.42279683,-19956.0,-4.98184983738476E-05,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2018,393806257.0,45.63854143,50634.0,0.000128575915440571,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2017,387152617.0,44.86744544,-667613.0,-0.00172441815109827,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2016,380687450.0,44.08620823,-520948.0,-0.00136844017316567,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2015,373867247.0,43.29638211,-217777.0,-0.000582498204235579,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2014,366582958.0,42.45281658,151572.0,0.000413472576103769,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2013,359233517.0,41.60170099,-18548.0,-5.16321532436518E-05,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2012,352259724.0,40.79318098,-379456.0,-0.00107720518170848,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2011,345887176.0,40.0552127,-931183.0,-0.00269215820825921,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2010,339527169.0,39.31869672,-17555.0,-5.17042569868687E-05,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2009,332985938.0,38.56114956,-98267.0,-0.000295108558007635,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2008,326701327.0,37.82237184,-102161.0,-0.000312704576189248,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2007,320585896.0,37.11438541,-70843.0,-0.000220979777600696,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2006,314576732.0,36.41874373,77511.0,0.000246397753283291,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2005,308628177.0,35.73032401,161413.0,0.00052300150157709,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2004,302709154.0,35.04507028,298969.0,0.000987644397433716,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2003,296947926.0,34.3780051,114153.0,0.00038442093715785,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2002,291738620.0,33.7741748,-625862.0,-0.00214528333615892,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle East & North Africa (IDA & IBRD countries),2001,286546301.0,33.17306724,182404.0,0.000636560302343599,TMN,T3,Aggregates,,Aggregates,Aggregates,,,
Middle income,2021,5933587229.0,75.2192481,-1257458.0,-0.000211922055153122,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2020,5882942581.0,74.59151524,-538467.0,-9.15302151238181E-05,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2019,5827337512.0,73.8836142,-3321066.0,-0.000569911386316832,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2018,5768170863.0,73.13270328,-3099769.0,-0.000537392021426325,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2017,5706387405.0,72.34939072,-2587086.0,-0.000453366695316404,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2016,5642635550.0,71.53515693,-3217864.0,-0.000570276774299201,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2015,5578703242.0,70.72435908,-2152525.0,-0.000385846836912641,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2014,5513458464.0,69.90084629,-1468970.0,-0.000266433493530713,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2013,5446810885.0,69.05502303,-1330305.0,-0.000244235577127073,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2012,5379871102.0,68.20365778,-2439856.0,-0.00045351569837667,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2011,5313967782.0,67.36800112,-3419801.0,-0.000643549441828362,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2010,5249914066.0,66.55620824,-2865964.0,-0.000545906840373032,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2009,5187659372.0,65.76718969,-4132627.0,-0.000796626513742506,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2008,5126457124.0,64.98911493,-4951163.0,-0.000965805990421856,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2007,5066239963.0,64.2250233,-5517690.0,-0.00108910948559425,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2006,5007185008.0,63.47613504,-5519069.0,-0.00110222989387892,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2005,4947163680.0,62.7951294,-4369397.0,-0.000883212540079126,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2004,4885771219.0,62.01809171,-3138545.0,-0.000642384765744799,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2003,4823952498.0,61.23198951,-3503954.0,-0.00072636577608356,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2002,4762356287.0,60.45532679,-4343650.0,-0.00091208001632659,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
Middle income,2001,4699673503.0,59.65741553,-2385310.0,-0.000507548024022808,MIC,XP,Aggregates,,Aggregates,Aggregates,,,
North America,2021,370321816.0,20.64664493,757052.0,0.00204430840228975,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2020,369582571.0,20.40419948,871032.0,0.00235679944983119,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2019,365995094.0,20.20613928,1550648.0,0.00423679996103991,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2018,363967201.0,20.0941818,1619076.0,0.00444841182269058,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2017,361731237.0,19.97073698,1739131.0,0.00480779878017557,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2016,359245796.0,19.83351883,1769865.0,0.00492661297559067,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2015,356507139.0,19.68232095,1454272.0,0.0040792226603911,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2014,353888902.0,19.5377713,1446330.0,0.00408696060211574,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2013,351207902.0,19.38975659,1563061.0,0.00445052913416509,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2012,348656682.0,19.24890687,1568434.0,0.00449850549544322,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2011,345987373.0,19.1015376,1551053.0,0.00448297574142973,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2010,343397156.0,18.9585349,1258239.0,0.00366409266359794,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2009,340466060.0,18.79671269,1271624.0,0.00373495084943268,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2008,337406357.0,18.62779025,1333645.0,0.0039526374424534,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2007,334185120.0,18.43519184,1319027.0,0.00394699500683932,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2006,331015609.0,18.26034701,1315560.0,0.00397431409344808,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2005,327824506.0,18.08431105,1334092.0,0.00406953103133784,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2004,324809693.0,17.91800007,1393500.0,0.00429020447982751,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2003,321815286.0,17.75281477,1257031.0,0.00390606367902611,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2002,319048184.0,17.60016867,1374400.0,0.00430781326747811,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
North America,2001,316052361.0,17.43490526,1559934.0,0.00493568216058983,NAC,XU,Aggregates,,Aggregates,Aggregates,,,
Not classified,2021,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2020,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2019,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2018,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2017,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2016,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2015,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2014,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2013,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2012,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2011,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2010,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2009,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2008,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2007,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2006,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2005,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2004,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2003,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2002,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
Not classified,2001,,,,,INX,XY,Aggregates,,Aggregates,Aggregates,,,
OECD members,2021,1371917156.0,38.82950337,2433502.0,0.0017737966096256,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2020,1369465369.0,38.56715081,2540918.0,0.00185540872921482,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2019,1362014902.0,38.35646901,4085765.0,0.00299979463807658,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2018,1354836308.0,38.15425486,4044566.0,0.0029852801966686,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2017,1346867343.0,37.93048658,3998196.0,0.00296851506629781,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2016,1338790910.0,37.70227006,4167539.0,0.00311291253090447,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2015,1330315361.0,37.47425671,3531505.0,0.00265463746682242,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2014,1322075502.0,37.24159219,3672517.0,0.00277784210844563,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2013,1313643972.0,37.00479904,3321193.0,0.00252822916314497,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2012,1305513492.0,36.77719118,3463880.0,0.00265327016628028,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2011,1297593939.0,36.55452363,3339540.0,0.00257364025804069,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2010,1290948297.0,36.36707892,2900132.0,0.00224651289810718,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2009,1282495531.0,36.13042401,2757278.0,0.00214993185812512,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2008,1273582053.0,35.8802124,3119804.0,0.00244962936832464,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2007,1263898853.0,35.59237038,3489965.0,0.00276126922001407,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2006,1254649810.0,35.33200845,2995953.0,0.00238787984991604,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2005,1245447053.0,35.0722374,2933263.0,0.0023551888399707,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2004,1236496893.0,34.82007881,3198970.0,0.00258712336287285,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2003,1227425785.0,34.56436029,2984161.0,0.00243123538422325,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2002,1218395986.0,34.31045641,2831316.0,0.00232380607990611,OED,OE,Aggregates,,Aggregates,Aggregates,,,
OECD members,2001,1209244377.0,34.05325098,2208429.0,0.00182628841779596,OED,OE,Aggregates,,Aggregates,Aggregates,,,
Other small states,2021,32708277.0,16.1002536,-32353.0,-0.000989138009317947,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2020,32381464.0,15.93942309,-210580.0,-0.00650310313332343,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2019,32005477.0,15.75438635,12322.0,0.000384996605424752,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2018,31494491.0,15.5028737,29729.0,0.000943942862896244,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2017,30940313.0,15.23438909,100092.0,0.00323500282624807,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2016,30309997.0,14.91875259,186788.0,0.00616258721503667,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2015,29621042.0,14.57984597,229653.0,0.0077530358317577,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2014,28907552.0,14.22870632,238835.0,0.00826202786040132,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2013,28225790.0,13.89231969,181469.0,0.00642919117587142,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2012,27617274.0,13.60004629,108809.0,0.00393988921571332,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2011,27072916.0,13.33199847,75390.0,0.00278470187696072,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2010,26565994.0,13.08218545,66190.0,0.00249153109046098,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2009,26013714.0,12.81023274,174222.0,0.00669731357852246,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2008,25375277.0,12.49583985,261210.0,0.0102938777771765,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2007,24697686.0,12.16222581,271005.0,0.0109728903347463,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2006,24035320.0,11.83610597,261263.0,0.0108699613735119,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2005,23450481.0,11.62510187,140390.0,0.00598665758710876,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2004,22986615.0,11.39520617,36162.0,0.00157317638982512,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2003,22590088.0,11.18935495,16969.0,0.000751170159230898,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2002,22208079.0,11.00019219,10924.0,0.000491893062880405,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Other small states,2001,21823886.0,10.80989221,19312.0,0.000884901983084039,OSS,S4,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2021,2602173.0,40.56388153,-11748.0,-0.00451468830089313,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2020,2566819.0,40.01276695,-11924.0,-0.00464543857591828,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2019,2536070.0,39.53343726,-22269.0,-0.00878090904430871,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2018,2510226.0,39.13056898,-22554.0,-0.00898484837620198,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2017,2484263.0,38.72584567,-22717.0,-0.00914436192947365,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2016,2457814.0,38.28370717,-22404.0,-0.00911541719593101,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2015,2431426.0,37.87267913,-23389.0,-0.00961945788191785,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2014,2405308.0,37.4658567,-23690.0,-0.00984905051660743,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2013,2379069.0,37.05714953,-23818.0,-0.0100114792803403,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2012,2353058.0,36.65199377,-24048.0,-0.0102198925823332,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2011,2327284.0,36.2505296,-23954.0,-0.0102926845198093,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2010,2301401.0,35.8473676,-23419.0,-0.0101759754167135,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2009,2276149.0,35.45403427,-24601.0,-0.0108081676551051,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2008,2251506.0,35.07018692,-24176.0,-0.0107377017871593,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2007,2226078.0,34.67411215,-22604.0,-0.0101541814797145,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2006,2199540.0,34.26074766,-21425.0,-0.0097406730498195,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2005,2172802.0,33.84426791,-21268.0,-0.00978828259546889,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2004,2146140.0,33.42897196,-20731.0,-0.00965966805520609,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2003,2119122.0,33.00813084,-20304.0,-0.0095813266060189,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2002,2091909.0,32.58425234,-19709.0,-0.00942153793496753,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Pacific island small states,2001,2064193.0,32.15253894,-19091.0,-0.00924865068334211,PSS,S2,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2021,1116569892.0,35.82367339,2195799.0,0.00196655759369159,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2020,1117418072.0,35.64870429,2267432.0,0.00202917068984006,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2019,1113305347.0,35.51658333,3675644.0,0.0033015596394149,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2018,1110123356.0,35.41506832,3589262.0,0.00323321005778388,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2017,1106212920.0,35.29048061,3525765.0,0.00318723903532061,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2016,1102020063.0,35.15646186,3458467.0,0.00313829767362411,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2015,1097061415.0,35.00951085,3241249.0,0.00295448272601949,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2014,1092179620.0,34.85322961,3068657.0,0.00280966330428322,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2013,1087230525.0,34.69590583,3165585.0,0.00291160423406986,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2012,1082488958.0,34.54226203,3360433.0,0.00310435776288075,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2011,1077987051.0,34.39883224,3349598.0,0.00310727109095858,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2010,1075046427.0,34.30528236,2961191.0,0.00275447731895954,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2009,1070085408.0,34.14854941,3137219.0,0.00293174636019333,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2008,1064631968.0,33.97545749,3657179.0,0.00343515797940044,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2007,1058252873.0,33.75574154,3972624.0,0.00375394586809687,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2006,1052106032.0,33.55973339,3460942.0,0.00328953726595495,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2005,1046468599.0,33.37930059,3276194.0,0.00313071410181893,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2004,1041241254.0,33.21240118,3359645.0,0.00322657692162473,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2003,1035935060.0,33.04276073,3320350.0,0.00320517195353925,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2002,1030818658.0,32.88005781,3196920.0,0.00310134083739101,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Post-demographic dividend,2001,1025680403.0,32.7137312,2523819.0,0.00246062905425326,PST,V4,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2021,1011043183.0,49.78379646,-647431.0,-0.000640359394026001,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2020,984213438.0,48.46269902,57214.0,5.81316996811823E-05,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2019,957503246.0,47.14739616,-457552.0,-0.000477859476624688,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2018,931467165.0,45.86538766,-594290.0,-0.000638014975009881,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2017,905987912.0,44.610805,-577864.0,-0.000637827494546086,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2016,880891473.0,43.37504415,-379760.0,-0.000431108725240209,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2015,856420253.0,42.17005922,-877524.0,-0.0010246418121548,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2014,832469778.0,40.99084605,-515267.0,-0.000618961809325887,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2013,808542070.0,39.81261906,13145.0,1.62576574401379E-05,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2012,784822780.0,38.64426267,55634.0,7.08873409612294E-05,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2011,761717101.0,37.73681781,-212998.0,-0.000279628748941531,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2010,739525992.0,36.63793707,-664130.0,-0.000898048218973214,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2009,718121906.0,35.57876957,-556979.0,-0.000775605082293646,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2008,697003893.0,34.52729796,138386.0,0.000198544084745879,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2007,677333522.0,33.55293335,-2110439.0,-0.00311580474234966,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2006,659115651.0,32.65052458,-1571259.0,-0.00238388968251036,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2005,640493810.0,31.72802345,18662.0,2.91368936102598E-05,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2004,621974508.0,30.81070138,-412082.0,-0.000662538407442254,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2003,604077372.0,29.95378297,1815.0,3.00458200245249E-06,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2002,586023563.0,29.05856672,1108886.0,0.00189222084232131,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Pre-demographic dividend,2001,568734640.0,28.20127812,-369904.0,-0.000650398224381057,PRE,V1,Aggregates,,Aggregates,Aggregates,,,
Small states,2021,42792327.0,17.11324803,-51404.0,-0.00120124339113411,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2020,42393051.0,16.95360589,-220115.0,-0.00519224247389035,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2019,41965649.0,16.78271509,-63712.0,-0.00151819408297486,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2018,41379367.0,16.54826505,61693.0,0.00149091212535948,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2017,40728210.0,16.2915968,61551.0,0.00151126209573168,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2016,40033083.0,16.00861632,146469.0,0.00365869898153984,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2015,39277070.0,15.70647417,187142.0,0.00476466294456282,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2014,38493904.0,15.39333767,197600.0,0.00513328032407417,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2013,37740743.0,15.09143776,137837.0,0.0036522068471201,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2012,37059328.0,14.82536199,65142.0,0.00175777607192445,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2011,36444557.0,14.57944403,23252.0,0.000638010224681836,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2010,35871823.0,14.35016422,12549.0,0.000349828889376489,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2009,35254103.0,14.10306279,117682.0,0.00333810790761007,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2008,34550707.0,13.82167602,203344.0,0.00588537884333307,SST,S1,Aggregates,,Aggregates,Aggregates,,,
Small states,2007,33808469.0,13.524805,214246.0,0.00633705122819965,SST,S1,Aggregates,,Aggregates,Aggregates,,,
